,brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
82,Huawei,MediaPad M2 10.0,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,239.8 x 172.8 x 7.4 mm (9.44 x 6.80 x 0.29 in),Heavy,Single-SIM,IPS LCD capacitive touchscreen  16M colors,10.1 inches (~71.4% screen-to-body ratio),1200 x 1920 pixels (~224 ppi pixel density),Android 5.1 (Lollipop),Octa-core (4x2.0 GHz Cortex A53 & 4x1.5 GHz Cortex-A53),Mali-T628 MP4,To be confirmed,16 GB,2 GB RAM - Standard edition,13 MP| f/2.0| autofocus| LED flash,5 MP,Yes with stereo speakers (4 speakers),Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| compass,Super High,Moonlight Silver| Luxurious Gold,High,http://cdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m2-10-.jpg
83,Samsung,Galaxy J1 mini prime,GSM / HSPA / LTE,1,1,1,HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,121.6 x 63.1 x 10.8 mm (4.79 x 2.48 x 0.43 in),Light,Single-SIM,TFT capacitive touchscreen  256K colors,4.0 inches (~59.4% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 5.1 (Lollipop) - 3G model,Quad-core 1.5 GHz - J106F/DS,Mali-400MP2,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,5 MP| f/2.2| LED flash,VGA,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,Moderate,Gold| Black| White,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j1-nxt.jpg
84,Samsung,Galaxy Grand Prime Plus,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,144.8 x 72.1 x 8.9 mm (5.70 x 2.84 x 0.35 in),BelowAvg,Dual-SIM,PLS TFT capacitive touchscreen  16M colors,5.0 inches (~66.0% screen-to-body ratio),540 x 960 pixels (~220 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.4 GHz Cortex-A53,Mali-T720MP2,microSD  up to 256 GB (uses SIM 2 slot),8 GB,1.5 GB RAM,8 MP| f/2.2| autofocus| LED flash,5 MP| f/2.2| LED flash,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity,High,Black| Gold| Silver,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-prime-2016.jpg
85,Samsung,Galaxy J2 Prime,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,144.8 x 72.1 x 8.9 mm (5.70 x 2.84 x 0.35 in),BelowAvg,Single-SIM,PLS TFT capacitive touchscreen  16M colors,5.0 inches (~66.0% screen-to-body ratio),540 x 960 pixels (~220 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.4 GHz Cortex-A53,Mali-T720MP2,microSD  up to 256 GB (dedicated slot) - single SIM,8 GB,1.5 GB RAM,8 MP| f/2.2| autofocus| LED flash,5 MP| f/2.2| LED flash,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity,High,Black| Gold| Silver| Pink,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-prime-2016.jpg
86,Samsung,Galaxy C9 Pro,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016,162.9 x 80.7 x 6.9 mm (6.41 x 3.18 x 0.27 in),BelowAvg,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,6.0 inches (~75.5% screen-to-body ratio),1080 x 1920 pixels (~367 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,microSD  up to 256 GB (dedicated slot),64 GB,6 GB RAM,16 MP| f/1.9| phase detection autofocus| dual-LED (dual tone) flash,16 MP| f/1.9| 1080p,Yes with stereo speakers,Yes,Yes,Yes,Yes,Yes,Yes,Type C 1.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,High,Gold| Pink Gold| Black,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c9-pro-.jpg
87,Samsung,Galaxy A8 (2016),GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016,156.6 x 76.8 x 7.2 mm (6.17 x 3.02 x 0.28 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~74.5% screen-to-body ratio),1080 x 1920 pixels (~386 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,16 MP| f/1.9| autofocus| LED flash,8 MP| f/1.9| 1080p,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,High,Blue| Pink| Silver| Gold,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-2016r1-.jpg
88,Samsung,Galaxy On8,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),BelowAvg,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~72.3% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 1.6 GHz Cortex-A53,Mali-T720MP2,microSD  up to 256 GB (dedicated slot),16 GB,3 GB RAM,13 MP| f/1.9| 28mm| autofocus| LED flash,5 MP| f/1.9| LED flash,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity,High,White| Black| Gold,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-2016.jpg
89,Samsung,Galaxy On7 (2016),GSM / HSPA / LTE,1,1,1,HSPA  LTE,Yes,Yes,2016,151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),BelowAvg,Dual-SIM,Capacitive touchscreen  16M colors,5.5 inches (~73.3% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,13 MP| f/1.9| autofocus| LED flash,8 MP| f/1.9,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity,High,Gold| Rose Gold| Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on7-2016-g6100-c.jpg
90,Samsung,Gear S3 classic,No cellular connectivity,0,0,0,0,No,No,2016,49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),Light,No-SIM,Super AMOLED capacitive touchscreen  16M colors,1.3 inches (~48.1% screen-to-body ratio),360 x 360 pixels (~278 ppi pixel density),Tizen-based wearable platform 2.3.2,Dual-core 1.0 GHz,No,No,4 GB,768 MB RAM,0,0,Yes,No,Yes,Yes,Yes,Yes,No,0,Accelerometer| gyro| heart rate| barometer,Basic,Silver,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-s3-classic.jpg
91,Samsung,Gear S3 frontier,No cellular connectivity,0,0,0,0,No,No,2016,49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),Light,No-SIM,Super AMOLED capacitive touchscreen  16M colors,1.3 inches (~48.1% screen-to-body ratio),360 x 360 pixels (~278 ppi pixel density),Tizen-based wearable platform 2.3.2,Dual-core 1.0 GHz,No,No,4 GB,768 MB RAM,0,0,Yes,No,Yes,Yes,Yes,Yes,No,0,Accelerometer| gyro| heart rate| barometer,Basic,Silver,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-s3-frontier-lte.jpg
92,Samsung,Gear S3 frontier LTE,GSM / HSPA / LTE,1,1,1,HSPA  LTE,Yes,Yes,2016,49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),Light,E-SIM,Super AMOLED capacitive touchscreen  16M colors,1.3 inches (~48.1% screen-to-body ratio),360 x 360 pixels (~278 ppi pixel density),Tizen-based wearable platform 2.3.2,Dual-core 1.0 GHz,No,No,4 GB,768 MB RAM,0,0,Yes,No,Yes,Yes,Yes,Yes,No,0,Accelerometer| gyro| heart rate| barometer,Basic,Black,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-s3-frontier-lte.jpg
93,Samsung,Galaxy J5 Prime,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,142.8 x 69.5 x 8.1 mm (5.62 x 2.74 x 0.32 in),Light,Dual-SIM,PLS TFT capacitive touchscreen  16M colors,5.0 inches (~69.4% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0.1 (Marshmallow),Quad-core 1.4 GHz Cortex-A53,Mali-T720,microSD  up to 256 GB (dedicated slot),16/32 GB,2 GB RAM,13 MP| f/1.9| 28mm| autofocus| LED flash,5 MP| f/2.2,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity,Moderate,Black| Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-prime.jpg
94,Samsung,Galaxy J7 Prime,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),BelowAvg,Single-SIM,PLS TFT capacitive touchscreen  16M colors,5.5 inches (~73.3% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 1.6 GHz Cortex-A53,Mali-T830MP2,microSD  up to 256 GB (dedicated slot),16/32 GB,3 GB RAM,13 MP| f/1.9| 28mm| autofocus| LED flash,8 MP| f/1.9,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity,High,Black| Gold| Rose Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-prime.jpg
95,Samsung,Z2,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,121.5 x 63 x 10.8 mm (4.78 x 2.48 x 0.43 in),Light,Dual-SIM,TFT capacitive touchscreen  256K colors,4.0 inches (~59.5% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Tizen 2.4,Quad-core 1.5 GHz Cortex-A7,Mali-400MP2,microSD  up to 200 GB (dedicated slot),8 GB,1 GB RAM,5 MP| f/2.2| LED flash,VGA| f/2.4,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,Moderate,Gold| Black| Red,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-z2.jpg
96,Samsung,Galaxy Note7 (USA),GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2016,153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~79.0% screen-to-body ratio),1440 x 2560 pixels (~515 ppi pixel density),Android 6.0.1 (Marshmallow),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSD  up to 256 GB (dedicated slot),64 GB,4 GB RAM,12 MP| f/1.7| 26mm| phase detection autofocus| OIS| LED flash,5 MP| f/1.7| 22mm| dual video call| Auto HDR,Yes,Yes,Yes,Yes,Yes,Yes,No,Type C 1.0,Iris scanner| fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| heart rate| SpO2,High,Blue Coral| Silver Titanium| Black Onyx,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note7-usa.jpg
97,Samsung,Galaxy Note7,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat9/Cat10 or LTE-A (3CA) Cat12 600/150 Mbps,Yes,Yes,2016,153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~78.0% screen-to-body ratio),1440 x 2560 pixels (~518 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53),Mali-T880 MP12,microSD  up to 256 GB (dedicated slot) - single-SIM model,64 GB,4 GB RAM,12 MP| f/1.7| 26mm| phase detection autofocus| OIS| LED flash| ,5 MP| f/1.7| 22mm| dual video call| Auto HDR,Yes,Yes,Yes,Yes,Yes,Yes,No,Type C 1.0,Iris scanner| fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| heart rate| SpO2,High,Blue Coral| Gold Platinum| Silver Titanium| Black Onyx,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note7.jpg
98,Samsung,Galaxy On7 Pro,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,152 x 78 x 8 mm (5.98 x 3.07 x 0.31 in),BelowAvg,Dual-SIM,TFT capacitive touchscreen  16M colors,5.5 inches (~70.3% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0.1 (Marshmallow),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| f/2.1| autofocus| LED flash,5 MP| f/2.2,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity,High,White| Black| Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on7-.jpg
99,Samsung,Galaxy On5 Pro,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,142.3 x 72.1 x 8.5 mm (5.60 x 2.84 x 0.33 in),Light,Dual-SIM,TFT capacitive touchscreen  16M colors,5.0 inches (~67.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A7,Mali-T720,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,8 MP| f/2.2| autofocus| LED flash,5 MP| f/2.2,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity,High,White| Black,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on5.jpg
100,Samsung,Galaxy Tab J,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,186.9 x 108.8 x 8.7 mm (7.36 x 4.28 x 0.34 in),AboveAvg,Single-SIM,PLS capacitive touchscreen  16M colors,7.0 inches (~69.9% screen-to-body ratio),800 x 1280 pixels (~216 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.5 GHz Cortex-A7,Mali-400MP2,microSD  up to 256 GB (dedicated slot),8 GB,1.5 GB RAM,8 MP| f/1.9| autofocus| LED flash,2 MP| f/2.2,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,High,White| Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j-tablet1.jpg
101,Samsung,Galaxy J Max,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,186.9 x 108.8 x 8.7 mm (7.36 x 4.28 x 0.34 in),AboveAvg,Dual-SIM,TFT capacitive touchscreen  16M colors,7.0 inches (~69.9% screen-to-body ratio),800 x 1280 pixels (~216 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.5 GHz Cortex-A7,Mali-400MP2,microSD  up to 256 GB (dedicated slot),8 GB,1.5 GB RAM,8 MP| f/1.9| autofocus| LED flash,2 MP| f/2.2,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,High,Black| Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j-max3.jpg
102,Samsung,Galaxy J2 Pro (2016),GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,142.4 x 71.1 x 8 mm (5.61 x 2.80 x 0.31 in),Light,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.0 inches (~68.1% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0.1 (Marshmallow),Quad-core 1.5 GHz Cortex-A7,Mali-400MP2,microSD  up to 128 GB (dedicated slot),16 GB,2 GB RAM,8 MP| f/2.2| autofocus| LED flash,5 MP| f/2.2,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity,High,Silver| Black| Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-2016-new.jpg
103,Samsung,Galaxy J2 (2016),GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,142.4 x 71.1 x 8 mm (5.61 x 2.80 x 0.31 in),Light,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.0 inches (~68.1% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0.1 (Marshmallow),Quad-core 1.5 GHz Cortex-A7,Mali-400MP2,microSD  up to 128 GB (dedicated slot),8 GB,1.5 GB RAM,8 MP| f/2.2| autofocus| LED flash,5 MP| f/2.2,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity,High,Silver| Black| Gold,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-2016-new.jpg
104,Samsung,Z3 Corporate Edition,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,141.5 x 69.9 x 7.9 mm (5.57 x 2.75 x 0.31 in),Heavy,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.0 inches (~69.7% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Tizen 2.4,Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 128 GB (uses SIM 2 slot),8 GB,1 GB RAM,8 MP| f/2.2| autofocus| LED flash,5 MP| f/2.2,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity,High,Black| Silver| Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-z3.jpg
105,Samsung,Galaxy Xcover 3 G389F,GSM / HSPA / LTE,1,1,1,HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,132.9 x 70.1 x 10 mm (5.23 x 2.76 x 0.39 in),BelowAvg,Single-SIM,PLS TFT capacitive touchscreen  16M colors,4.5 inches (~61.9% screen-to-body ratio),480 x 800 pixels (~207 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSD  up to 256 GB (dedicated slot),8 GB,1.5 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,Gray,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover-3-SM-G389F.jpg
106,Samsung,Galaxy S7 active,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat9 450/50 Mbps,Yes,Yes,2016,148.8 x 74.9 x 9.9 mm (5.86 x 2.95 x 0.39 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~64.3% screen-to-body ratio),1440 x 2560 pixels (~576 ppi pixel density),Android 6.0 (Marshmallow)| upgradable to 7.0 (Nougat),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSD  up to 256 GB (dedicated slot),32 GB,4 GB RAM,12 MP| f/1.7| 26mm| phase detection autofocus| OIS| LED flash,5 MP| f/1.7| 22mm| dual video call| Auto HDR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| heart rate| SpO2,High,Camo Green| Titanium Gray| Sandy Gold,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s7-active.jpg
107,Samsung,Galaxy J3 Pro,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,142.2 x 71.3 x 8 mm (5.60 x 2.81 x 0.31 in),Light,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.0 inches (~68.0% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,8 MP| f/2.2| autofocus| LED flash,5 MP| f/2.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity,High,White| Black| Gold,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j3-2017r1.jpg
108,Samsung,Galaxy C7,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,156.6 x 77.2 x 6.8 mm (6.17 x 3.04 x 0.27 in),BelowAvg,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~74.1% screen-to-body ratio),1080 x 1920 pixels (~386 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSD  up to 256 GB (uses SIM 2 slot),32/64 GB,4 GB RAM,16 MP| f/1.9| autofocus| dual-LED (dual tone) flash| ,8 MP| f/1.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,High,Gold| Pink Gold| Dark Gray,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c7.jpg
109,Samsung,Galaxy C5,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,145.9 x 72 x 6.7 mm (5.74 x 2.83 x 0.26 in),Light,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~71.0% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),32/64 GB,4 GB RAM,16 MP| f/1.9| autofocus| dual-LED (dual tone) flash| ,8 MP| f/1.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,High,Gold| Pink Gold| Dark Gray,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c5r3.jpg
110,Samsung,Galaxy A9 Pro (2016),GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat6 300/50 Mbps,Yes,Yes,2016,161.7 x 80.9 x 7.9 mm (6.37 x 3.19 x 0.31 in),AboveAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,6.0 inches (~75.9% screen-to-body ratio),1080 x 1920 pixels (~367 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,microSD  up to 256 GB (dedicated slot),32 GB,4 GB RAM,16 MP| f/1.9| autofocus| OIS| LED flash,8 MP| f/1.9| 1080p,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,Super High,White| Black| Gold,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a9-pro1.jpg
111,Samsung,Galaxy J7 (2016),GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~72.3% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/1.9| 28mm| autofocus| LED flash| ,5 MP| f/1.9| LED flash,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity,High,White| Black| Gold| Rose Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-2016.jpg
112,Samsung,Galaxy J5 (2016),GSM / HSPA / LTE,1,1,1,HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,145.8 x 72.3 x 8.1 mm (5.74 x 2.85 x 0.32 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~70.7% screen-to-body ratio),720 x 1280 pixels (~282 ppi pixel density),Android 6.0.1 (Marshmallow),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/1.9| 28mm| autofocus| LED flash| ,5 MP| f/1.9| LED flash,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity,High,White| Black| Gold| Rose Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-2016r.jpg
113,Samsung,Galaxy Tab A 10.1 (2016),GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,254.2 x 155.3 x 8.2 mm (10.01 x 6.11 x 0.32 in),Heavy,Single-SIM,PLS LCD capacitive touchscreen  16M colors,10.1 inches (~74.9% screen-to-body ratio),1200 x 1920 pixels (~224 ppi pixel density),Android 6.0 (Marshmallow)| upgradable to 7.0 (Nougat),Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T830 MP2,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM or 32 GB| 3 GB RAM (S-Pen version),8 MP| f/1.9| autofocus| LED flash,2 MP| f/2.2| 1080p video,Yes,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer,Super High,Pearl White| Metallic Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a-101-2016.jpg
